标题,标题链接,wb_text,wb_text_链接,wb_handle
"
            N_axxramas：@哈斯荷叶        ",https://weibo.com/2097914481,N_axxramas,https://weibo.com/n/%E5%93%88%E6%96%AF%E8%8D%B7%E5%8F%B6?from=feed&loc=at,赞
"
            糖衣不加糖：@LOENG- 开心心！        ",https://weibo.com/1842697743,糖衣不加糖,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            张艺兴是我老乡：网红都赶着去火葬场了        ",https://weibo.com/5675515497,张艺兴是我老乡,,赞
"
            熊猫拉力赛：太好了，励志        ",https://weibo.com/3091633073,熊猫拉力赛,,赞
"
            等风熄：这是谭警官吗，发福都不认识了        ",https://weibo.com/lanyelcy,等风熄,,赞
"
            宇智波偊噬：大爷太励志了 活着！ 自力更生希望大爷和小闺女都能健康幸福        ",https://weibo.com/6016224826,宇智波偊噬,,赞
"
            Heyhey-Bo：我喜欢玲妹妹😊        ",https://weibo.com/3134707011,Heyhey-Bo,,赞
"
            金韩彬小腿毛：看了感觉热泪盈眶的 我现在也面对着生活中很多不顺心的事 感觉也很迷茫 福贵大爷的乐观和积极给了我面对困难的勇气！祝福贵大爷越来越好 谭警官越来越好 所有人的日子都能越来越好        ",https://weibo.com/5220374664,金韩彬小腿毛,,赞
"
            小夜_7：大爷很乐观，为大爷👏，我们也应该遇事乐观向前看        ",https://weibo.com/mjh19700224,小夜_7,,赞
"
            我喜欢木村拓哉Takuya：鼓掌👏 👏👏👏👏👏👏        ",https://weibo.com/tiamoill,我喜欢木村拓哉Takuya,https://vip.weibo.com/personal?from=main,赞
"
            s134444：给每一个认真生活的人热烈鼓掌        ",https://weibo.com/5643878891,s134444,,1
"
            飞吧肉啃肉：真好        ",https://weibo.com/5832475326,飞吧肉啃肉,https://vip.weibo.com/personal?from=main,赞
"
            留仙大道西：自我介绍都可以来一段rap，川渝陷阱名不虚传        ",https://weibo.com/1911120085,留仙大道西,,赞
"
            馒馒大王：真好，大爷过得幸福就好（玲师傅有点好看哦        ",https://weibo.com/7274732739,馒馒大王,,赞
"
            小草莓吖__：#往前看有光#         ",https://weibo.com/3798964172,小草莓吖__,https://s.weibo.com/weibo?q=%23%E5%BE%80%E5%89%8D%E7%9C%8B%E6%9C%89%E5%85%89%23&from=default,赞
"
            92xiaoli：二仙桥        ",https://weibo.com/zuobianxiaoshou,92xiaoli,,赞
"
            浊意不明：@失戀大明神-2434        ",https://weibo.com/2544179931,浊意不明,https://weibo.com/n/%E5%A4%B1%E6%88%80%E5%A4%A7%E6%98%8E%E7%A5%9E-2434?from=feed&loc=at,赞
"
            街头小范范：到二仙桥，走成华大道        ",https://weibo.com/2337760817,街头小范范,,赞
"
            一棵树和一片草：        ",https://weibo.com/7111705569,一棵树和一片草,,赞
"
            粘锅鸡翼真香：我努力过，我正在努力        ",https://weibo.com/6289106003,粘锅鸡翼真香,,赞
"
            唔系太瘦：@欧包大王        ",https://weibo.com/2692055493,唔系太瘦,https://weibo.com/n/%E6%AC%A7%E5%8C%85%E5%A4%A7%E7%8E%8B?from=feed&loc=at,赞
"
            欣欣然啊-：@卡里克233        ",https://weibo.com/5641673202,欣欣然啊-,https://weibo.com/n/%E5%8D%A1%E9%87%8C%E5%85%8B233?from=feed&loc=at,赞
"
            Oct19：太好了        ",https://weibo.com/oct19,Oct19,,赞
"
            风云起兮天下扬：谭警官福贵大爷，yyds，永远往前看        ",https://weibo.com/5574756553,风云起兮天下扬,,赞
"
            风送凉凉：阿sir我流量都给你啰嗦完了看一大截还没重点我都不敢继续往下了都        ",https://weibo.com/1612827330,风送凉凉,,1
"
            诶呦喂hei：@Oopsjealous        ",https://weibo.com/1908712657,诶呦喂hei,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            郭劳斯的微博：还好后续是温暖的。大爷，向前看！！        ",https://weibo.com/misssuperguo1015,郭劳斯的微博,https://vip.weibo.com/personal?from=main,赞
"
            拖延姑娘小揪揪：@7-Chu        ",https://weibo.com/tongfang18031618,拖延姑娘小揪揪,https://weibo.com/n/7-Chu?from=feed&loc=at,赞
"
            你要的红酒味百醇：我正在努力        ",https://weibo.com/3930406665,你要的红酒味百醇,,赞
"
            人类女子三号：鼓掌👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻        ",https://weibo.com/2629019362,人类女子三号,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            可可还是可口可乐：我正在努力！        ",https://weibo.com/5738507136,可可还是可口可乐,,赞
"
            安安是妖孽：谭警官发福了        ",https://weibo.com/anntomato,安安是妖孽,,赞
"
            皇族vs小狐80272：        ",https://weibo.com/6122480838,皇族vs小狐80272,,赞
"
            eve咯咯咯：谢谢谭谭        ",https://weibo.com/6481501716,eve咯咯咯,,赞
"
            慕柠啊-：这句话我真的忍不住//@烂裤裆乐队:请最快的速度送我去火葬场哈哈哈哈哈        ",https://weibo.com/5238241524,慕柠啊-,https://weibo.com/n/%E7%83%82%E8%A3%A4%E8%A3%86%E4%B9%90%E9%98%9F?from=feed&loc=at,赞
"
            爬藤月季：博主废话真多，挺喜欢表现自己        ",https://weibo.com/chrisliuyong,爬藤月季,,赞
"
            啊李律·：大爷还是那个大爷,谭sir还是那个谭sir        ",https://weibo.com/ggr0914,啊李律·,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            七天七年柒世纪：这才该上热搜的啊        ",https://weibo.com/2296567445,七天七年柒世纪,https://vip.weibo.com/personal?from=main,赞
"
            nkkaoshh：好难过真的好难过         ",https://weibo.com/5327659504,nkkaoshh,,赞
"
            bet125IlPZ：        ",https://weibo.com/2443891497,bet125IlPZ,,赞
"
            三生常欢：        ",https://weibo.com/6569200115,三生常欢,https://vip.weibo.com/personal?from=main,赞
"
            Hey是静静吔：希望福贵大爷生活快点好起来，中个彩票啥的。哎，想想自己生活中那点委屈又算什么        ",https://weibo.com/3027051975,Hey是静静吔,,赞
"
            削个椰子皮你特么却给个梨：确实遭不住了 ¡查看图片        ",https://weibo.com/lijun5742957,削个椰子皮你特么却给个梨,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            爱妮宝贝01：往前看        ",https://weibo.com/2150059840,爱妮宝贝01,,赞
"
            handsome_DJ：@tongtttttt-        ",https://weibo.com/5558666713,handsome_DJ,https://weibo.com/n/tongtttttt-?from=feed&loc=at,赞
"
            爱在每一天metxzx：        ",https://weibo.com/6258249064,爱在每一天metxzx,,赞
"
            今天也要努力小lu_：如果不能改变活着的事实，那就改变活着的态度。生活要向前看，日子是过以后，不是过从前。#往前看有光#         ",https://weibo.com/5997980693,今天也要努力小lu_,https://verified.weibo.com/verify,赞
"
            之角zz：虽然此时夜深人静，还是忍不住放下手机给大爷热烈的鼓了掌，谢谢大爷给此时有些消极的我带来正道的光！向前看！        ",https://weibo.com/5528302204,之角zz,https://vip.weibo.com/personal?from=main,赞
"
            亚瑟王的狐狸：人生不如意事常八九，索性还有希望在人间        ",https://weibo.com/1853899885,亚瑟王的狐狸,,赞
"
            Buccirati：向前看        ",https://weibo.com/3070780273,Buccirati,,赞
"
            内只凤梨：有困难，慢慢克服，一切朝前看        ",https://weibo.com/3674587527,内只凤梨,,赞
"
            梅子粉芭乐：近年来最让我感动的新闻        ",https://weibo.com/2586411224,梅子粉芭乐,,赞
"
            世间游离的小精灵：一切向前看//@氧气储存器yuy :日子是过以后，不是过从前。——刘震云《一句顶一万句》//@Epeisen :大爷语录划重点：“你没办法选择以前的事，但是可以选择改变以后的事。有困难了，慢慢克服。”        ",https://weibo.com/6396916165,世间游离的小精灵,https://weibo.com/n/%E6%B0%A7%E6%B0%94%E5%82%A8%E5%AD%98%E5%99%A8yuy?from=feed&loc=at,赞
"
            明明在这花园：@小小果果凡凡        ",https://weibo.com/2712203943,明明在这花园,https://weibo.com/n/%E5%B0%8F%E5%B0%8F%E6%9E%9C%E6%9E%9C%E5%87%A1%E5%87%A1?from=feed&loc=at,赞
"
            科技氪：向前看        ",https://weibo.com/2648798633,科技氪,https://verified.weibo.com/verify,赞
"
            世间游离的小精灵：谭sir！！！！气球哥！！！！！！        ",https://weibo.com/6396916165,世间游离的小精灵,,赞
"
            世间游离的小精灵：气球哥！！！！！！！        ",https://weibo.com/6396916165,世间游离的小精灵,,赞
"
            逆水行舟____：平凡的人们给我最多感动        ",https://weibo.com/6100849244,逆水行舟____,,赞
"
            -林嵩：@林井冰-        ",https://weibo.com/3029890202,-林嵩,https://weibo.com/n/%E6%9E%97%E4%BA%95%E5%86%B0-?from=feed&loc=at,赞
"
            郭新政：//@Epeisen:大爷语录划重点：“你没办法选择以前的事，但是可以选择改变以后的事。有困难了，慢慢克服。”​        ",https://weibo.com/1812192641,郭新政,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            樱木比我高一点：我没得办法选择，就慢慢的克服……        ",https://weibo.com/5795576401,樱木比我高一点,,赞
"
            超级可爱的兔斯基：感人又充满力量的后续，我也要好好生活        ",https://weibo.com/5889284280,超级可爱的兔斯基,,赞
"
            全国退堂鼓十级演奏家_：@赤子asuro        ",https://weibo.com/2684413381,全国退堂鼓十级演奏家_,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            假如這位小朋友：50岁还能找到老婆并且老年得子，我现在快奔三了还单身，看到这我觉得我有希望脱单了        ",https://weibo.com/3592236114,假如這位小朋友,,赞
"
            古月宝贝爱歌：最快速度去火葬场吓到小度了        ",https://weibo.com/2173583487,古月宝贝爱歌,,赞
"
            Relpek_：希望大爷一直向前生活幸福万事胜意        ",https://weibo.com/6474712850,Relpek_,,赞
"
            半夜去偷猪_-：谭警官 怎么长头发了        ",https://weibo.com/2654604633,半夜去偷猪_-,,赞
"
            阿桑609：向前看        ",https://weibo.com/6100972328,阿桑609,,赞
"
            看书吧年轻的巨人：希望大爷越来越好        ",https://weibo.com/5683952119,看书吧年轻的巨人,,赞
"
            临床医学不考第一不改名：大爷家境贫困，但是不想要国家补助，只想靠自己的劳动来维持生活，很值得敬佩        ",https://weibo.com/7511456168,临床医学不考第一不改名,,赞
"
            刚睡醒的喵星人：欣慰的是，在苦涩的生活中，福贵大爷再次收获到了温暖的家庭生活，并做到了“往前看”。这不仅是他的慰藉，也是无数被现实压倒的普通人的慰藉，伤口会慢慢愈合，不抱怨，每个人依然有幸福的能力。        ",https://weibo.com/5533480253,刚睡醒的喵星人,,赞
"
            dltd_：祝福真好        ",https://weibo.com/1787240813,dltd_,https://vip.weibo.com/personal?from=main,赞
"
            泰迪式boy： 谭sir也太搞笑了8⃣️        ",https://weibo.com/7115574795,泰迪式boy,,赞
"
            韩小八C_C：你真的胖了好多        ",https://weibo.com/h1015,韩小八C_C,https://verified.weibo.com/verify,赞
"
            王西白：@球球同学提不起劲        ",https://weibo.com/5082671724,王西白,https://vip.weibo.com/personal?from=main,赞
"
            豆花秀珉犬薇新兰杀铃：不过还是希望大爷可以接受一些国家补助，不止生活能再好一些以后孩子上学了也需要花更多钱的希望他一家身体健康，生活平安。        ",https://weibo.com/3477806412,豆花秀珉犬薇新兰杀铃,https://vip.weibo.com/personal?from=main,赞
"
            凉茶三分的美丽家园：看到大叔过的幸福我也觉得很开心，希望大叔的孩子可以幸福长大，家庭美满        ",https://weibo.com/6310974367,凉茶三分的美丽家园,,赞
"
            _甜热泪：真的假的？？？！！这个大爷就是文中的富贵？？？？？        ",https://weibo.com/3951472599,_甜热泪,,赞
"
            Kilo弗拉基米尔：//@烂裤裆乐队:请最快的速度送我去火葬场哈哈哈哈哈        ",https://weibo.com/3625357760,Kilo弗拉基米尔,https://weibo.com/n/%E7%83%82%E8%A3%A4%E8%A3%86%E4%B9%90%E9%98%9F?from=feed&loc=at,赞
"
            牧羊人保罗：大爷一直觉得自己拥有幸福的生活。。。        ",https://weibo.com/5765508904,牧羊人保罗,,赞
"
            疯狂的爱尔兰将你刺伤成诗：马克        ",https://weibo.com/sky909,疯狂的爱尔兰将你刺伤成诗,,赞
"
            小胡快快快努力呀：真正的勇士是看清的生活的真相却依然热爱生活的人。希望大爷一家未来越来越好。        ",https://weibo.com/2110188657,小胡快快快努力呀,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            嗯阿你啊：你身上有光，我抓来看看我努力过，我正在努力！        ",https://weibo.com/5732765624,嗯阿你啊,,赞
"
            Younghails：        ",https://weibo.com/6478429792,Younghails,https://vip.weibo.com/personal?from=main,赞
"
            文杰的微博：//@谷大白话: 转发微博        ",https://weibo.com/imwenjie,文杰的微博,https://weibo.com/n/%E8%B0%B7%E5%A4%A7%E7%99%BD%E8%AF%9D?from=feed&loc=at,赞
"
            一点象小姐：我活着，我正在努力着。        ",https://weibo.com/1680335164,一点象小姐,,赞
"
            明天的刘老師：向前看，各位        ",https://weibo.com/5977888694,明天的刘老師,,赞
"
            郑俊：就算生活不选择我，可我也要选择生活！        ",https://weibo.com/VincentZJ,郑俊,https://verified.weibo.com/verify,赞
"
            答小案怎么一直都在飘啊飘啊飘：谭sir发际线高了不少        ",https://weibo.com/daanflying,答小案怎么一直都在飘啊飘啊飘,,赞
"
            此人不占L：平凡的人们给我最多感动  大爷说年龄的时候笑死  狡黠的智慧        ",https://weibo.com/5666771363,此人不占L,https://vip.weibo.com/personal?from=main,赞
"
            阿华甜牙：平凡的感动        ",https://weibo.com/6428464766,阿华甜牙,,赞
"
            我现在有一百六十多斤：谭sir不热吗？        ",https://weibo.com/7081913177,我现在有一百六十多斤,,赞
"
            阳雪儿Snow：我正在努力！        ",https://weibo.com/3176211252,阳雪儿Snow,,赞
"
            想了好些个都不行：虽然关注点儿有点儿偏——感觉警官长胖啦……        ",https://weibo.com/5889089039,想了好些个都不行,,赞
"
            观澜日记：看到福贵大爷生活还好真的太让人欣慰了！        ",https://weibo.com/guanlanriji,观澜日记,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            满杯柠檬绿：希望大家给我热烈地鼓掌        ",https://weibo.com/2120757702,满杯柠檬绿,https://verified.weibo.com/verify,赞
"
            肖焕欧尼：被警界耽误的段子手，段子张口就来        ",https://weibo.com/6138183504,肖焕欧尼,,赞
"
            AKYakult：@EVA酱的碎碎念 快看哈哈哈        ",https://weibo.com/AKYakult,AKYakult,https://weibo.com/n/EVA%E9%85%B1%E7%9A%84%E7%A2%8E%E7%A2%8E%E5%BF%B5?from=feed&loc=at,赞
"
            小樱睡着了：@Ys-1M        ",https://weibo.com/5653054411,小樱睡着了,https://weibo.com/n/Ys-1M?from=feed&loc=at,赞
"
            旧伤新痕：原来那个视频是十年前的啊！        ",https://weibo.com/5994493535,旧伤新痕,,赞
"
            -万千孤独-：建议补番《谭谈宇宙》        ",https://weibo.com/5592390441,-万千孤独-,,赞
"
            鍾意食711嘅三文治：@江南大老爹哩个爹 我们要一起帮助别人        ",https://weibo.com/6462388902,鍾意食711嘅三文治,https://weibo.com/n/%E6%B1%9F%E5%8D%97%E5%A4%A7%E8%80%81%E7%88%B9%E5%93%A9%E4%B8%AA%E7%88%B9?from=feed&loc=at,赞
"
            612星球上喜欢吃葡萄的咩咩：@仔仔要咋地儿        ",https://weibo.com/2345912801,612星球上喜欢吃葡萄的咩咩,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            九八的春317：@杀手小草莓        ",https://weibo.com/6366579671,九八的春317,https://weibo.com/n/%E6%9D%80%E6%89%8B%E5%B0%8F%E8%8D%89%E8%8E%93?from=feed&loc=at,赞
"
            避而不谈视而不见：乔sir植发成功，向前看，走下去，送给所有的人！！        ",https://weibo.com/6224720263,避而不谈视而不见,,赞
"
            FACEOFFer：向前看！        ",https://weibo.com/2292504741,FACEOFFer,https://vip.weibo.com/personal?from=main,赞
"
            昨夜风吟恨：谭谈交通什么时候复播？成都的灵魂啊。        ",https://weibo.com/2155134764,昨夜风吟恨,,赞
"
            多米诺排骨空间：向前看 哭了        ",https://weibo.com/1410496093,多米诺排骨空间,,赞
"
            Bai敬亭亭子：希望大爷平安健康❤️        ",https://weibo.com/6136618264,Bai敬亭亭子,,赞
"
            fcgybju：@大大貓兒兒        ",https://weibo.com/6457426922,fcgybju,https://weibo.com/n/%E5%A4%A7%E5%A4%A7%E8%B2%93%E5%85%92%E5%85%92?from=feed&loc=at,赞
"
            三石哥哥·：快乐谭sir        ",https://weibo.com/3648834335,三石哥哥·,https://verified.weibo.com/verify,赞
"
            梦薇晓晓：也许遇到你，命运就改变了。        ",https://weibo.com/2292384004,梦薇晓晓,,赞
"
            学者鹏歌：他女儿出生时间好巧，六月初五，前妻儿子死的那天        ",https://weibo.com/3914606155,学者鹏歌,,赞
"
            Roby218：骑电瓶车那两兄弟也很搞笑，倍特橱柜        ",https://weibo.com/wroby218,Roby218,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            do初秋和你：可能就那只狗离开了        ",https://weibo.com/7458708612,do初秋和你,,赞
"
            车内逃脱洪亮：谭sir是不是身体不太好，为啥穿那么多        ",https://weibo.com/goudou,车内逃脱洪亮,https://verified.weibo.com/verify,赞
"
            TresleyCandyProhibited：希望大爷一家永远幸福        ",https://weibo.com/3202004277,TresleyCandyProhibited,https://vip.weibo.com/personal?from=main,赞
"
            十里街不纵马：真好啊        ",https://weibo.com/2797245767,十里街不纵马,,赞
"
            myth地心引力：🉑        ",https://weibo.com/5122044523,myth地心引力,,赞
"
            Skoal-：@ffhill-        ",https://weibo.com/5448255552,Skoal-,https://weibo.com/n/ffhill-?from=feed&loc=at,赞
"
            不知名策划：@Radish-Y        ",https://weibo.com/5856474401,不知名策划,https://weibo.com/n/Radish-Y?from=feed&loc=at,赞
"
            狐狸先生的捷径：语言功底是不错啊，那么长不打磕巴        ",https://weibo.com/5200824322,狐狸先生的捷径,,赞
"
            OrangemoonChan：@Fangdatongtong        ",https://weibo.com/doraemonlovedream,OrangemoonChan,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            李花白也诗无敌：完美的后续，爱了。        ",https://weibo.com/2008596347,李花白也诗无敌,https://vip.weibo.com/personal?from=main,赞
"
            safuifui：@煎蛋妞儿 师傅徒弟那个谭谈交通哈哈哈说话腔调一点没变        ",https://weibo.com/7459443518,safuifui,https://vip.weibo.com/personal?from=main,赞
"
            Annnnnnn-Kwong：低保还是要办的呀。。减轻家庭负担        ",https://weibo.com/1610847845,Annnnnnn-Kwong,,赞
"
            是莉莉子啊：不过怎么一开始说前妻六月初三死，后面又说六月初五        ",https://weibo.com/5862978817,是莉莉子啊,,赞
"
            木木赖赖：真好呀！        ",https://weibo.com/5597361211,木木赖赖,,赞
"
            魔仙堡女王小绿：我努力过        ",https://weibo.com/1002666305,魔仙堡女王小绿,,赞
"
            crystal_轻清：往前看，总是有希望的        ",https://weibo.com/1018856770,crystal_轻清,,赞
"
            桃桃芝士-奶盖：好好呀 积极的活着是最好的        ",https://weibo.com/3488156961,桃桃芝士-奶盖,https://verified.weibo.com/verify,赞
"
            木木赖赖：向前看        ",https://weibo.com/5597361211,木木赖赖,,赞
"
            HeyNeed_：热烈故障啊！        ",https://weibo.com/6539986403,HeyNeed_,https://verified.weibo.com/verify,赞
"
            取个非常闪亮亮名字：不错不错不错。哈哈。。请问你英语28个单词都背熟了吗        ",https://weibo.com/1456702850,取个非常闪亮亮名字,,赞
"
            _拥宥：活着…        ",https://weibo.com/5024100355,_拥宥,https://verified.weibo.com/verify,赞
"
            xJ小贾哥：@谭乔 您的幽默风趣、给大家带来很多欢乐#现实版福贵大爷已结婚生女#        ",https://weibo.com/2698895795,xJ小贾哥,https://weibo.com/n/%E8%B0%AD%E4%B9%94?from=feed&loc=at,赞
"
            7ssseven1：五年高考三年模拟        ",https://weibo.com/2262483810,7ssseven1,,赞
"
            戒骄戒躁zr：努力的活着，活的精彩👏👏👏        ",https://weibo.com/zhongren7727,戒骄戒躁zr,https://vip.weibo.com/personal?from=main,赞
"
            慢半拍的黄小姐：谭sir，怎么变样了        ",https://weibo.com/5178908951,慢半拍的黄小姐,,赞
"
            告无此人：谭谈交通是最近全家吃饭必看节目，前几天刚看过这个大爷的视频，没想到正好这几天就找到了！太棒了        ",https://weibo.com/5033813781,告无此人,,赞
"
            渣浪今天倒闭了吗有内涵：祝福        ",https://weibo.com/6473439741,渣浪今天倒闭了吗有内涵,,赞
"
            沐浴加州阳光：不幸总有尽头        ",https://weibo.com/1927476521,沐浴加州阳光,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            奥特曼牌阿宽红油面皮：这也是一件好事啊        ",https://weibo.com/6401146282,奥特曼牌阿宽红油面皮,https://verified.weibo.com/verify,赞
"
            路人看了都：真好        ",https://weibo.com/7047149021,路人看了都,,赞
"
            我在人间捡故事198007：跟到他家一样  比主人都热情        ",https://weibo.com/7526694023,我在人间捡故事198007,,赞
"
            离情惹宰笙：@愿与这世界兴致盎然地交手         ",https://weibo.com/5650244451,离情惹宰笙,https://weibo.com/n/%E6%84%BF%E4%B8%8E%E8%BF%99%E4%B8%96%E7%95%8C%E5%85%B4%E8%87%B4%E7%9B%8E%E7%84%B6%E5%9C%B0%E4%BA%A4%E6%89%8B?from=feed&loc=at,赞
"
            西二旗工农民工：小度表示我太南了        ",https://weibo.com/1799756001,西二旗工农民工,https://weibo.com/1805524974/KbshsucVn?type=comment,1
"
            王干鱼：@Dearsasanqua        ",https://weibo.com/3184666142,王干鱼,https://weibo.com/n/Dearsasanqua?from=feed&loc=at,赞
"
            香香不够甜吖：真好！        ",https://weibo.com/7450025238,香香不够甜吖,,赞
"
            亦香亦烟：我正在努力        ",https://weibo.com/5884269446,亦香亦烟,,赞
"
            篱落凌晨风：大哥，前奏能简短点吗        ",https://weibo.com/6003388517,篱落凌晨风,,赞
"
            H-JIMS：富贵大爷可以开通直播，有善心的可以打赏，改善他的生活        ",https://weibo.com/2195497887,H-JIMS,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            退休女青年juju：祝福他！        ",https://weibo.com/1740736635,退休女青年juju,,赞
"
            你是自己的骄傲呀：送了爸爸上山，回来吃了饭又送老婆上山，当时是个什么星期呀        ",https://weibo.com/6277793289,你是自己的骄傲呀,,赞
"
            谁不喜欢麻辣香锅：我努力过，我正在努力        ",https://weibo.com/7523888211,谁不喜欢麻辣香锅,,赞
"
            我取名字不能随随便便：你怎么胖成这样了        ",https://weibo.com/yangwbf,我取名字不能随随便便,,赞
"
            _若水-桃之夭夭：这个人满口谎话，会不会是捡来的老婆？        ",https://weibo.com/5547213438,_若水-桃之夭夭,,1
"
            西路玄鬓：谭sir莽那么多，认不出来了？        ",https://weibo.com/1775959955,西路玄鬓,,赞
"
            在逃sb：我正在努力        ",https://weibo.com/6289985817,在逃sb,,1
"
            凯莉橙：祝幸福        ",https://weibo.com/1071188452,凯莉橙,,赞
"
            微酸雨季灬：我努力过，我正在努力        ",https://weibo.com/5527978692,微酸雨季灬,,赞
"
            南南南大王：@叮铃铃不需要名字        ",https://weibo.com/1689560327,南南南大王,https://weibo.com/n/%E5%8F%AE%E9%93%83%E9%93%83%E4%B8%8D%E9%9C%80%E8%A6%81%E5%90%8D%E5%AD%97?from=feed&loc=at,赞
"
            du沛沛-：我正在努力        ",https://weibo.com/3805268220,du沛沛-,https://vip.weibo.com/personal?from=main,赞
"
            爱上螺丝粉的火锅女孩：👏👏👏👏        ",https://weibo.com/5075500463,爱上螺丝粉的火锅女孩,,赞
"
            旺崽与大帅：转发微博        ",https://weibo.com/3735758390,旺崽与大帅,,赞
"
            joanna344：只拉一点点，到二仙桥，走成华大道，腰马合一，贝斯特橱柜……谭Sir视频经典合集，我可以倒背如流        ",https://weibo.com/bearyang,joanna344,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            许若笙：我正在努力        ",https://weibo.com/xumobei,许若笙,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            瘋子麗：哈哈哈小度都吓坏了！        ",https://weibo.com/2379583841,瘋子麗,,赞
"
            狗蛋Sean：笑死跑到别人家里跟女主人说欢迎        ",https://weibo.com/RemixSean,狗蛋Sean,,赞
"
            期待二次青春：生命之光鼓励大家向前看        ",https://weibo.com/1896050403,期待二次青春,,赞
"
            微酸雨季灬：不拖累国家啊        ",https://weibo.com/5527978692,微酸雨季灬,,赞
"
            瘋瓢俠：厉害        ",https://weibo.com/7428362700,瘋瓢俠,,赞
"
            猫在人间看斜阳：@Nikkitacupcake        ",https://weibo.com/6183162664,猫在人间看斜阳,https://weibo.com/n/Nikkitacupcake?from=feed&loc=at,赞
"
            微酸雨季灬：生活沧桑了许多人        ",https://weibo.com/5527978692,微酸雨季灬,,赞
"
            我是霍建华呀：他的邻居坐一边好尴尬        ",https://weibo.com/6132846516,我是霍建华呀,,赞
"
            苏是牛：[米奇比心]        ",https://weibo.com/2918706001,苏是牛,,赞
"
            小葱蘸酱不要辣椒：@冰糖遇上葫芦橙 笑死 ¡评论配图        ",https://weibo.com/5994431914,小葱蘸酱不要辣椒,https://weibo.com/n/%E5%86%B0%E7%B3%96%E9%81%87%E4%B8%8A%E8%91%AB%E8%8A%A6%E6%A9%99?from=feed&loc=at,赞
"
            朴灿烈的准夫人：真好想知道气球哥怎么样了        ",https://weibo.com/3150593150,朴灿烈的准夫人,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            轻度患者Tong：观音桥遇见你第二年就遇见老婆有孩子了，合着你就是送子使者        ",https://weibo.com/6111872882,轻度患者Tong,,赞
"
            旋律是个小疯子11：我正在新疆努力工作着，为了美好生活加油        ",https://weibo.com/6569569406,旋律是个小疯子11,,1
"
            刷牙要用温水_：@夏天到了该吃冰棒了 哈哈哈，最快的速度送我去火葬场        ",https://weibo.com/6070830946,刷牙要用温水_,https://weibo.com/n/%E5%A4%8F%E5%A4%A9%E5%88%B0%E4%BA%86%E8%AF%A5%E5%90%83%E5%86%B0%E6%A3%92%E4%BA%86?from=feed&loc=at,赞
"
            微酸雨季灬：弹sir~！        ",https://weibo.com/5527978692,微酸雨季灬,,赞
"
            -胡萝卜ovo：真好        ",https://weibo.com/3135328775,-胡萝卜ovo,https://weibo.com/1805524974/KbshsucVn?type=comment,赞
"
            -简洋洋-：@是小陈cc噢 大爷找到啦！        ",https://weibo.com/6019947847,-简洋洋-,https://weibo.com/n/%E6%98%AF%E5%B0%8F%E9%99%88cc%E5%99%A2?from=feed&loc=at,赞
"
            羅小刺：        ",https://weibo.com/luoxiaoci,羅小刺,,赞
"
            娃哈哈呀娃哈哈哈哈哈：幸福了就好，不要过多打扰        ",https://weibo.com/3553966497,娃哈哈呀娃哈哈哈哈哈,,赞
"
            叶枫叶子1：向前看        ",https://weibo.com/3849989263,叶枫叶子1,,赞
"
            ion_zy：@伯牙问情        ",https://weibo.com/7329934797,ion_zy,https://weibo.com/n/%E4%BC%AF%E7%89%99%E9%97%AE%E6%83%85?from=feed&loc=at,赞
"
            强者自救省者读人：乐观积极向上        ",https://weibo.com/1509569243,强者自救省者读人,,赞
"
            hiyhahay：哈哈哈，请最快的速度送我去火葬场        ",https://weibo.com/2129545692,hiyhahay,,赞
"
            杀死一只知更鸟hayasi：努力奋斗        ",https://weibo.com/2243727340,杀死一只知更鸟hayasi,,赞
"
            PAV1Q84：@是小王儿呀_        ",https://weibo.com/qmginobili,PAV1Q84,https://weibo.com/n/%E6%98%AF%E5%B0%8F%E7%8E%8B%E5%84%BF%E5%91%80_?from=feed&loc=at,赞
"
            洋仔lapyoung：        ",https://weibo.com/littleyang,洋仔lapyoung,,赞
"
            黄泽年：@橙一云 找到了！        ",https://weibo.com/6393756695,黄泽年,https://weibo.com/n/%E6%A9%99%E4%B8%80%E4%BA%91?from=feed&loc=at,赞
"
            雨后看见彩虹2020：人生充满转折和惊喜        ",https://weibo.com/1923671567,雨后看见彩虹2020,,赞
